MARQUES;MODELE;TYP. MINES;CNIT;CARB;CV;PUISS.;BV;Urbain;Ex.Urb;Mixte;CO2;;;;;
BMW;325i TOURING;MBM2824C7169;346XAW3101;ES;13;141.0;M 5;13.4;7.7;9.8;236;;;;;
BMW;325xi TOURING;MBM2824C5652;346XEP3101;ES;13;141.0;M 5;13.4;7.7;9.8;236;;;;;
CHRYSLER;GRAND VOYAGER 2.4L;MC31602EJ407;RGYN5B01;ES;10;108.0;M 5;13.6;8.1;10.1;236;;;;;
CHRYSLER;VOYAGER 2.4L;MC31602E1390;RGYN2B01;ES;10;108.0;M 5;13.6;8.1;10.1;236;;;;;
CHRYSLER;VOYAGER 2.4L;MC31602E2391;RGYN3B01;ES;10;108.0;M 5;13.6;8.1;10.1;236;;;;;
DAEWOO;REZZO CDX;MDW1404K2733;KLAUUW2152;ES;9;89.0;M 5;12.0;7.2;9.0;236;;;;;
FORD;COUGAR 2.5L (170ch);MFD1761RF857;BCVLCBB14BCCPB;ES;11;125.0;M 5;14.1;7.4;9.8;236;;;;;
OPEL;OMEGA BREAK 2.2L 16V;MPL1664KU079;V94/KOMBIBH112A02CABDC5;ES;10;106.0;M 5;14.1;7.3;9.8;236;;;;;
VOLVO;C70T5;MVV1901PQ612;NK53K2;ES;16;176.0;M 5;13.6;7.8;9.9;236;;;;;
BMW;520i BERLINE BVA;MBM3722DA534;5/DDT2101;ES;11;125.0;A 5;13.5;7.8;9.9;237;;;;;
BMW;Z32.0 ROADSTER BVA;MBM3615E2954;R/CCL3102;ES;10;110.0;A 4;13.9;7.6;9.9;237;;;;;
FIAT;MAREA WEEKEND 155;MFT1604D1973;185BXS1A30;ES;10;110.0;M 5;13.8;7.7;9.9;237;;;;;
HONDA;S 2000 2.0 (240ch);MJH1905QY261;AP112;ES;16;177.0;M 6;13.7;8.0;10.0;237;;;;;
MAZDA;MPV2.0L;MJZ1412C5344;LW19F2;ES;9;88.0;M 5;12.6;8.3;9.9;237;;;;;
MERCEDES-BENZ;C 200 K BREAK;MMB17C4AF592;203KR244F0LAAAA50;ES;11;120.0;M 6;14.3;7.4;9.9;237;;;;;
MERCEDES-BENZ;C 230 K COUPE SPORT;MMB18C1AY616;203CLR849F0LBAAA40;ES;13;145.0;M 6;14.9;7.1;9.9;237;;;;;
MERCEDES-BENZ;CLK230 K CABRIOLET;MMB18B5MH713;208L449F0LFAAA40;ES;13;145.0;M 6;14.5;7.3;9.9;237;;;;;
MERCEDES-BENZ;CLK230 K CABRIOLET BVA;MMB38B5MM716;208L449F0TDAAA40;ES;13;145.0;A 5;14.6;7.2;9.9;237;;;;;
MERCEDES-BENZ;E 200 K BERLINE BVA;MMB37C2CM283;210J044F0TCAAA50;ES;11;120.0;A 5;14.4;7.4;9.9;237;;;;;
MERCEDES-BENZ;SLK200 K;MMB17B5Q6541;170K444F0LBAAA20;ES;11;120.0;M 6;14.6;7.2;9.9;237;;;;;
MITSUBISHI;PAJERO PININ LONG 2.0GDI BVA;MJM4502GG928;H60WH221LLL77RR15;ES;9;95.0;A 4;12.6;8.4;9.9;237;;;;;
NISSAN;X-TRAIL 2.0L BVA;MJN4614NV435;T30AA02;ES;10;103.0;A 4;13.2;8.1;10.0;237;;;;;
AUDI;A62.4L (170ch);MAU1792K7420;4BLBDVF1FM52EGR92O;ES;11;125.0;M 5;14.0;7.5;9.9;238;;;;;
AUDI;A62.4L (170ch);MAU1792KB424;4BLBDVF1FM52EGR96O;ES;11;125.0;M 5;14.0;7.5;9.9;238;;;;;
BMW;320Ci COUPE BVA;MBM3611CM560;346CBM1102;ES;10;110.0;A 5;14.9;7.2;10.0;238;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LG922;B4YLCBD15ACAPE;ES;11;125.0;M 5;14.3;7.3;9.9;238;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LJ924;B4YLCBD15ACBPE;ES;11;125.0;M 5;14.3;7.3;9.9;238;;;;;
FORD;MONDEO 5P 2.5L;MFD1772L6948;B5YLCBD15ACAPF;ES;11;125.0;M 5;14.3;7.3;9.9;238;;;;;
FORD;MONDEO 5P 2.5L;MFD1772L8950;B5YLCBD15ACBPF;ES;11;125.0;M 5;14.3;7.3;9.9;238;;;;;
LANCIA;LYBRA SW 2.0L;MLC1604F1272;839BXH1A17B;ES;10;110.0;M 5;14.0;7.7;10.0;238;;;;;
PEUGEOT;4063.0 V6 BVA;MPE3902A7654;8BXFXB/IF;ES;14;152.0;A 4;14.3;7.5;10.0;238;;;;;
PEUGEOT;406COUPE 3.0 V6;MPE1901AN653;8CXFXA/IF;ES;14;152.0;M 5;14.4;7.4;10.0;238;;;;;
SAAB;37385BERLINE 2.3T (185ch) BVA;MSA3802C9382;YS3EXXXXE4EA08;ES;12;136.0;A 5;14.7;7.2;10.0;238;;;;;
SAAB;37385ESTATE 2.3T (230ch) BVA;MSA3902CJ396;YS3EXXXXE5GA03;ES;15;169.0;A 5;15.2;7.0;10.0;238;;;;;
VOLKSWAGEN;BORA BREAK V5 TIPTRONIC;MVW37F4S4724;1JBVAQNX01AGFA59A017P41N10GG;ES;11;125.0;A 5;14.0;7.5;9.9;238;;;;;
VOLKSWAGEN;GOLF CARAT V5 TIPTRONIC;MVW37F4KS950;1JSEAQNX01AGFA59A017P41N10GG;ES;11;125.0;A 5;14.0;7.5;9.9;238;;;;;
VOLKSWAGEN;PASSAT BREAK 2.0L BVA;MVW34D4EY579;3BGSEAZMX01AGFA41N015NO0GG;ES;9;85.0;A 4;13.6;7.7;9.9;238;;;;;
VOLKSWAGEN;PASSAT BREAK 2.0L BVA;MVW34D4EC582;3BGSEAZMX01AGFA41N015SO0GG;ES;9;85.0;A 4;13.6;7.7;9.9;238;;;;;
VOLKSWAGEN;PASSAT BREAK V5 4MOTION;MVW27D4E6610;3BGSEAZXX11SGQM51A029NP0GG;ES;11;125.0;M 5;13.8;7.7;9.9;238;;;;;
VOLKSWAGEN;PASSAT BREAK V5 4MOTION;MVW27D4E8612;3BGSEAZXX11SGQM51A029SP0GG;ES;11;125.0;M 5;13.8;7.7;9.9;238;;;;;
VOLKSWAGEN;PASSAT V5 TIPTRONIC;MVW37D2EJ723;3BGSTAZXX01AGFA51V031NP0GG;ES;11;125.0;A 5;15.0;7.1;9.9;238;;;;;
VOLKSWAGEN;PASSAT V5 TIPTRONIC;MVW37D2EL725;3BGSTAZXX01AGFA51V031SP0GG;ES;11;125.0;A 5;15.0;7.1;9.9;238;;;;;
VOLVO;S602.4LT BVA;MVV3802RG735;RS58K9;ES;13;147.0;A 5;14.6;7.4;10.0;238;;;;;
BMW;323i BERLINE BVA;MBM3712CD248;346LAM3102;ES;12;125.0;A 5;14.9;7.2;10.0;239;;;;;
BMW;325Ci CABRIOLET BVA;MBM3825C2450;346RBS3102;ES;13;141.0;A 5;13.9;7.6;9.9;239;;;;;
LEXUS;IS200 BVA;MJL3702DJ045;XE1GXE10(E)GXE10L-AEPVKW(1D);ES;11;114.0;A 4;14.1;7.8;10.0;239;;;;;
AUDI;A6AVANT 2.4L (170ch);MAU1794KG461;4BABDVF1FM52EGR92P;ES;12;125.0;M 5;14.1;7.6;10.0;240;;;;;
AUDI;A6AVANT 2.4L (170ch);MAU1794KM467;4BABDVF1FM52EGR96P;ES;12;125.0;M 5;14.1;7.6;10.0;240;;;;;
AUDI;A82.8L (193ch);MAU1872BL047;D2LAMXF1FM52ECR07P;ES;13;142.0;M 5;14.4;7.5;10.0;240;;;;;
CHRYSLER;SEBRING 2.0L;MC33602JF368;JRLB6Y1;ES;10;104.0;A 4;13.8;8.0;10.2;240;;;;;
DAEWOO;LEGANZA CDX;MDW1502EH748;KLAVVN1131;ES;9;93.0;M 5;12.9;7.0;9.2;240;;;;;
FORD;COUGAR 2.5L (170ch);MFD1761RE856;BCVLCBB14BCBPB;ES;12;125.0;M 5;14.1;7.6;10.0;240;;;;;
FORD;MONDEO BREAK 2.5L;MFD1774LL887;BWYLCBD15ACAPL;ES;12;125.0;M 5;14.4;7.4;10.0;240;;;;;
FORD;MONDEO BREAK 2.5L;MFD1774LM888;BWYLCBD15ACBPL;ES;12;125.0;M 5;14.4;7.4;10.0;240;;;;;
RENAULT;LAGUNA V6 24v BVA;MRE3902C1872;BG0D0B;ES;14;152.0;A 5;14.9;7.3;10.1;240;;;;;
SAAB;373245P 2.0T (185ch) BVA;MSA3802D6306;YS3DXXXX5HA03;ES;12;136.0;A 4;14.6;7.4;10.1;240;;;;;
SAAB;373245P 2.0T (205ch) BVA;MSA3902DT308;YS3DXXXX5KA03;ES;14;151.0;A 4;14.8;7.1;10.0;240;;;;;
SAAB;37324CABRIOLET 2.0T (185ch) BVA;MSA3805DJ312;YS3DXXXX7HA03;ES;12;136.0;A 4;14.6;7.4;10.1;240;;;;;
SAAB;37324CABRIOLET 2.0T (205ch) BVA;MSA3905D5314;YS3DXXXX7KA03;ES;14;151.0;A 4;14.8;7.1;10.0;240;;;;;
SAAB;37324COUPE 2.0T (185ch) BVA;MSA3801DY300;YS3DXXXX3HA03;ES;12;136.0;A 4;14.6;7.4;10.1;240;;;;;
SAAB;37324COUPE 2.0T (205ch) BVA;MSA3901DL302;YS3DXXXX3KA03;ES;14;151.0;A 4;14.8;7.1;10.0;240;;;;;
SAAB;37385ESTATE 2.3T (250ch) BVA;MSA3902CL398;YS3EXXXXE5G/TKA01;ES;17;184.0;A 5;15.3;7.1;10.1;240;;;;;
VOLKSWAGEN;BORA BREAK V5 4MOTION;MVW27C4S8599;1JBVAQNX11SGQM62M005O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;BORA BREAK V5 4MOTION;MVW27C4SC603;1JBVAQNX11SGQM62Y002O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;BORA V5 4MOTION;MVW27D2SP292;1JSTAQNX11SGQM62M005O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;BORA V5 4MOTION;MVW27D2ST296;1JSTAQNX11SGQM62Y002O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27C1KR790;1JSCAQNX11SGQM62M005O21N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27C2KV792;1JSCAQNX11SGQM62M005O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27C1KZ798;1JSCAQNX11SGQM62Y002O21N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27C2K3800;1JSCAQNX11SGQM62Y002O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27D4K9122;1JSEAQNX11SGQM62M005O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27D4KD126;1JSEAQNX11SGQM62Y002O41N10GG;ES;12;125.0;M 6;14.1;7.6;10.0;240;;;;;
VOLKSWAGEN;PASSAT BREAK 2.0L BVA;MVW34D4EZ580;3BGSEAZMX01AGFA41N015NP0GG;ES;9;85.0;A 4;13.8;7.8;10.0;240;;;;;
VOLKSWAGEN;PASSAT BREAK 2.0L BVA;MVW34D4ED583;3BGSEAZMX01AGFA41N015SP0GG;ES;9;85.0;A 4;13.8;7.8;10.0;240;;;;;
VOLKSWAGEN;PASSAT BREAK V5 TIPTRONIC;MVW37D4EX600;3BGSEAZXX01AGFA51V031NO0GG;ES;12;125.0;A 5;15.0;7.0;10.0;240;;;;;
VOLKSWAGEN;PASSAT BREAK V5 TIPTRONIC;MVW37D4E0603;3BGSEAZXX01AGFA51V031SO0GG;ES;12;125.0;A 5;15.0;7.0;10.0;240;;;;;
VOLVO;S60T5 BVA;MVV3902RZ733;RS53K9;ES;17;184.0;A 5;14.5;7.5;10.2;240;;;;;
VOLVO;S802.4L (140ch) GPL BVA;MVV9602Q5763;KU33P9;ES;/GP  9;103.0;A 5;14.2;7.6;10.0;240;;;;;
CITROEN;C5V6 BVA;MCT3902MK533;DCXFXF/IF;ES;14;152.0;A 4;14.5;7.6;10.2;241;;;;;
MERCEDES-BENZ;SLK230 K;MMB18B5QB545;170K449F0LCAAA20;ES;13;145.0;M 6;14.8;7.3;10.1;241;;;;;
OPEL;VIVARO COMBI 2.0L 16V;MPL1463Q9911;X83CA117A16AD016AA9;ES;9;87.5;M 6;12.8;8.5;10.1;241;;;;;
OPEL;VIVARO COMBI 2.0L 16V;MPL1463QA912;X83CA119A17AE026AB9;ES;9;87.5;M 6;12.8;8.5;10.1;241;;;;;
BMW;520i TOURING BVA;MBM3724D5101;5/DDS2101;ES;12;125.0;A 5;13.7;7.9;10.1;242;;;;;
BMW;Z33.0i COUPE BVA;MBM3921E1301;R/CCK7102;ES;16;170.0;A 5;14.3;7.6;10.1;242;;;;;
BMW;Z33.0i ROADSTER BVA;MBM3915EJ965;R/CCN5102;ES;16;170.0;A 5;14.3;7.6;10.1;242;;;;;
CHEVROLET;ALERO V6 3.4L BVA;MG13702FU080;NCARABAAABBBAABAA;ES;12;130.0;A 4;14.2;7.9;10.2;242;;;;;
FORD;GALAXY 2.0L;MFD1496A3128;WGRZVSA17AP;ES;9;85.0;M 5;13.8;7.9;10.1;242;;;;;
FORD;GALAXY 2.0L;MFD1496A4129;WGRZVSA17AQ;ES;9;85.0;M 5;13.8;7.9;10.1;242;;;;;
FORD;GALAXY 2.0L;MFD1496A5130;WGRZVSA17AR;ES;9;85.0;M 5;13.8;7.9;10.1;242;;;;;
FORD;GALAXY 2.0L;MFD1496A6131;WGRZVSA17AS;ES;9;85.0;M 5;13.8;7.9;10.1;242;;;;;
FORD;GALAXY 2.3L;MFD1696AR132;WGRE5SA17AP;ES;10;107.0;M 5;14.0;7.8;10.1;242;;;;;
FORD;GALAXY 2.3L;MFD1696AS133;WGRE5SA17AQ;ES;10;107.0;M 5;14.0;7.8;10.1;242;;;;;
FORD;GALAXY 2.3L;MFD1696AT134;WGRE5SA17AR;ES;10;107.0;M 5;14.0;7.8;10.1;242;;;;;
FORD;GALAXY 2.3L;MFD1696AU135;WGRE5SA17AS;ES;10;107.0;M 5;14.0;7.8;10.1;242;;;;;
FORD;MONDEO 4P 2.5L;MFD1782LP869;B4YLCBD15ACCNE;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LJ925;B4YLCBD15ADANE;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LL927;B4YLCBD15ADBNE;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
FORD;MONDEO 5P 2.5L;MFD1782L2846;B5YLCBD15ACCNF;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
FORD;MONDEO 5P 2.5L;MFD1772L9951;B5YLCBD15ADANF;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
FORD;MONDEO 5P 2.5L;MFD1772LB953;B5YLCBD15ADBNF;ES;12;125.0;M 5;14.5;7.5;10.1;242;;;;;
MERCEDES-BENZ;E 200 K BREAK BVA;MMB37B4C7617;210KJ244F0TCAAAA0;ES;11;120.0;A 5;14.5;7.6;10.1;242;;;;;
SUBARU;IMPREZA 4P 2.0L WRX;MJB2902CQ567;GDA040;ES;15;160.0;M 5;14.2;7.9;10.2;242;;;;;
SUBARU;IMPREZA 5P WRX;MJB2904C4577;GGA040;ES;15;160.0;M 5;14.2;7.9;10.2;242;;;;;
VOLKSWAGEN;BORA BREAK V5 4MOTION;MVW27C4SA601;1JBVAQNX11SGQM62M005P41N10GG;ES;12;125.0;M 6;14.2;7.7;10.1;242;;;;;
VOLKSWAGEN;BORA BREAK V5 4MOTION;MVW27C4SE605;1JBVAQNX11SGQM62Y002P41N10GG;ES;12;125.0;M 6;14.2;7.7;10.1;242;;;;;
VOLKSWAGEN;BORA V5 4MOTION;MVW27D2SR294;1JSTAQNX11SGQM62M005P41N10GG;ES;12;125.0;M 6;14.2;7.7;10.1;242;;;;;
VOLKSWAGEN;BORA V5 4MOTION;MVW27D2SV298;1JSTAQNX11SGQM62Y002P41N10GG;ES;12;125.0;M 6;14.2;7.7;10.1;242;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27C2KX794;1JSCAQNX11SGQM62M005P41N10GG;ES;12;125.0;M 6;14.2;7.7;10.1;242;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27C2K5802;1JSCAQNX11SGQM62Y002P41N10GG;ES;12;125.0;M 6;14.2;7.7;10.1;242;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27D4KB124;1JSEAQNX11SGQM62M005P41N10GG;ES;12;125.0;M 6;14.2;7.7;10.1;242;;;;;
VOLKSWAGEN;GOLF CARAT V5 4MOTION;MVW27D4KF128;1JSEAQNX11SGQM62Y002P41N10GG;ES;12;125.0;M 6;14.2;7.7;10.1;242;;;;;
VOLKSWAGEN;PASSAT BREAK V5 4MOTION;MVW27E4EY152;3BGSEAZXX11SGQM51A029NQ0GG;ES;12;125.0;M 5;14.0;7.9;10.1;242;;;;;
VOLKSWAGEN;PASSAT BREAK V5 4MOTION;MVW27E4EZ153;3BGSEAZXX11SGQM51A029SQ0GG;ES;12;125.0;M 5;14.0;7.9;10.1;242;;;;;
LADA-VAZ;LADA NIVA GPL;212140SZ;212140SZ;GP/ES;7;58.0;M 5;19.5;11.4;14.3;242;;;;;
OPEL;OMEGA 2.2L 16V BVA;MPL3662KQ098;V94BH112A10CADDD5;ES;10;106.0;A 4;14.9;7.3;10.1;243;;;;;
PEUGEOT;406BREAK 3.0 V6 BVA;MPE3904AC655;8EXFXB/IF;ES;14;152.0;A 4;14.5;7.7;10.2;243;;;;;
SAAB;373245P 2.0T (150ch) BVA;MSA3602DQ310;YS3DXXXX5CA01;ES;10;110.0;A 4;14.8;7.5;10.2;243;;;;;
SAAB;37324CABRIOLET 2.0T (150ch) BVA;MSA3605D2316;YS3DXXXX7CA01;ES;10;110.0;A 4;14.8;7.5;10.2;243;;;;;
SAAB;37324COUPE 2.0T (150ch) BVA;MSA3601DJ304;YS3DXXXX3CA01;ES;10;110.0;A 4;14.8;7.5;10.2;243;;;;;
BMW;330Ci CABRIOLET BVA;MBM3925CT456;346RBS5102;ES;16;170.0;A 5;14.9;7.5;10.2;244;;;;;
BMW;Z33.0i COUPE BVA;MBM3911ER971;R/CCK7102;ES;16;170.0;A 5;14.6;7.6;10.2;244;;;;;
JAGUAR;X-TYPE 2.5L BVA;MJA4802HS109;CF1EAB45AAAA;ES;13;143.5;A 5;15.0;7.6;10.3;244;;;;;
JAGUAR;X-TYPE 3.0L;MJA2902HZ112;CF1KAB45DDDB;ES;15;169.4;M 5;14.8;7.7;10.3;244;;;;;
SAAB;37385BERLINE 2.0T (150ch) BVA;MSA3602CL378;YS3EXXXXE4CA09;ES;10;110.0;A 5;14.9;7.6;10.3;244;;;;;
VOLVO;V702.4L (140ch) GPL BVA;MVV9604L0759;JU33P9;ES;/GP  9;103.0;A 5;14.5;7.7;10.2;244;;;;;
CITROEN;C5BREAK V6 BVA;MCT3904M6648;DEXFXF/IF;ES;14;152.0;A 4;14.8;7.7;10.3;245;;;;;
FORD;COUGAR 2.5L (200ch);MFD1861RS860;BCVMABB14BCBPB;ES;13;147.0;M 5;14.6;7.6;10.2;245;;;;;
FORD;MONDEO 4P 2.5L;MFD1782LQ870;B4YLCBD15ACCPE;ES;12;125.0;M 5;14.6;7.6;10.2;245;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LK926;B4YLCBD15ADAPE;ES;12;125.0;M 5;14.6;7.6;10.2;245;;;;;
FORD;MONDEO 4P 2.5L;MFD1772LM928;B4YLCBD15ADBPE;ES;12;125.0;M 5;14.6;7.6;10.2;245;;;;;
FORD;MONDEO 5P 2.5L;MFD1782L3847;B5YLCBD15ACCPF;ES;12;125.0;M 5;14.6;7.6;10.2;245;;;;;
FORD;MONDEO 5P 2.5L;MFD1772LA952;B5YLCBD15ADAPF;ES;12;125.0;M 5;14.6;7.6;10.2;245;;;;;
FORD;MONDEO 5P 2.5L;MFD1772LC954;B5YLCBD15ADBPF;ES;12;125.0;M 5;14.6;7.6;10.2;245;;;;;
HOMMELL;BERLINETTE RS2;MHM1801B9002;BERLHD/2;ES;13;141.0;M 6;13.5;8.4;10.3;245;;;;;
PEUGEOT;6073.0 V6 BVA;MPE3902L9548;9DXFXE;ES;14;152.0;A 4;14.4;7.8;10.2;245;;;;;
PORSCHE;BOXSTER (204ch);MPC1905B7181;986KB1102;ES;14;155.0;M 5;14.6;7.4;9.9;245;;;;;
PORSCHE;BOXSTER (220ch);MPC1905BT167;986KB1101;ES;15;162.0;M 5;14.6;7.4;9.9;245;;;;;
ROVER;ROVER 75 2.0L V6 CD BVA;MRV3602JK642;RJLK03L;ES;10;110.0;A 5;14.5;7.8;10.3;245;;;;;
ROVER;ROVER 75 2.0L V6 CG BVA;MRV3602JM644;RJLK03Y;ES;10;110.0;A 5;14.5;7.8;10.3;245;;;;;
SUZUKI;GRAND VITARA 5P 2.5L V6;MJS2704JQ268;FTD62V1;ES;11;116.0;M 5;13.5;8.4;10.2;245;;;;;
VOLKSWAGEN;PASSAT BREAK V5 TIPTRONIC;MVW37D4EY601;3BGSEAZXX01AGFA51V031NP0GG;ES;12;125.0;A 5;15.2;7.2;10.2;245;;;;;
VOLKSWAGEN;PASSAT BREAK V5 TIPTRONIC;MVW37D4E1604;3BGSEAZXX01AGFA51V031SP0GG;ES;12;125.0;A 5;15.2;7.2;10.2;245;;;;;
VOLKSWAGEN;SHARAN 1.8T TIPTRONIC;MVW36E6BD069;7MSEA8CAWCX01NAGFA59B010P;ES;10;110.0;A 5;14.1;8.0;10.2;245;;;;;
VOLKSWAGEN;SHARAN 1.8T TIPTRONIC;MVW36E6B3095;7MSEA8FAWCX01NAGFA59B010P;ES;10;110.0;A 5;14.1;8.0;10.2;245;;;;;
VOLKSWAGEN;SHARAN 1.8T TIPTRONIC;MVW36E6BX114;7MSEA8TAWCX01NAGFA59B010P;ES;10;110.0;A 5;14.1;8.0;10.2;245;;;;;
BMW;320i TOURING BVA;MBM3624C6210;346LAR1102;ES;11;110.0;A 5;15.5;7.2;10.3;246;;;;;
BMW;330xi BERLINE BVA;MBM4922CL645;346XEW5102;ES;16;170.0;A 5;14.4;7.8;10.3;246;;;;;
SAAB;37385ESTATE 2.3T (185ch) BVA;MSA3802CW394;YS3EXXXXE5EA04;ES;13;136.0;A 5;15.1;7.6;10.3;246;;;;;
BMW;325xi BERLINE BVA;MBM4822CU639;346XEU3102;ES;13;141.0;A 5;14.2;8.0;10.3;247;;;;;
BMW;328i TOURING BVA;MBM3814CB620;346LAR5102;ES;13;142.0;A 5;15.3;7.4;10.3;247;;;;;
BMW;525i BERLINE BVA;MBM3822DQ540;5/DDT4101;ES;13;141.0;A 5;14.4;7.9;10.3;247;;;;;
FORD;MONDEO BREAK 2.5L;MFD1784LM887;BWYLCBD15ACCPL;ES;12;125.0;M 5;14.7;7.7;10.3;247;;;;;
FORD;MONDEO BREAK 2.5L;MFD1774LN889;BWYLCBD15ADAPL;ES;12;125.0;M 5;14.7;7.7;10.3;247;;;;;
FORD;MONDEO BREAK 2.5L;MFD1774LP890;BWYLCBD15ADBPL;ES;12;125.0;M 5;14.7;7.7;10.3;247;;;;;
RENAULT;LAGUNA ESTATE V6 24v BVA;MRE3904CM878;KG0D0B;ES;14;152.0;A 5;15.1;7.5;10.3;247;;;;;
VOLKSWAGEN;PASSAT BREAK V5 TIPTRONIC;MVW37D4EZ602;3BGSEAZXX01AGFA51V031NQ0GG;ES;12;125.0;A 5;15.3;7.3;10.3;247;;;;;
VOLKSWAGEN;PASSAT BREAK V5 TIPTRONIC;MVW37D4E2605;3BGSEAZXX01AGFA51V031SQ0GG;ES;12;125.0;A 5;15.3;7.3;10.3;247;;;;;
LAND ROVER;FREELANDER 1.8i 3P;MLD2404DG294;LNAA048;ES;9;86.0;M 5;13.6;8.5;10.4;248;;;;;
LAND ROVER;FREELANDER 1.8i 5P;MLD2404DU308;LNBA028;ES;9;86.0;M 5;13.6;8.5;10.4;248;;;;;
OPEL;OMEGA BREAK 2.2L 16V BVA;MPL3664K1080;V94/KOMBIBH112A04DADDC5;ES;10;106.0;A 4;15.0;7.5;10.3;248;;;;;
PEUGEOT;406COUPE 3.0 V6 BVA;MPE3901A7656;8CXFXB/IF;ES;14;152.0;A 4;14.7;7.8;10.4;248;;;;;
SUBARU;LEGACY OUTBACK 3.0L BVA;MJB4904AA593;BHE540;ES;14;154.0;A 4;15.3;7.8;10.5;248;;;;;
SUBARU;LEGACY OUTBACK 3.0L BVA;MJB4904AZ715;BHE540;ES;14;154.0;A 4;15.3;7.8;10.5;248;;;;;
HYUNDAI;XG2.5L V6 GLS BVA;MHY3712JQ327;XGWPLL;ES;11;120.0;A 4;14.6;7.9;10.4;249;;;;;
JAGUAR;X-TYPE 3.0L BVA;MJA4902HF111;CF1KAB45CCCA;ES;16;169.4;A 5;15.1;7.8;10.5;249;;;;;
ROVER;ROVER 75 2.5L V6 CD BVA;MRV3702JY646;RJLL03M;ES;12;130.0;A 5;15.2;7.7;10.4;249;;;;;
ROVER;ROVER 75 2.5L V6 CG BVA;MRV3702J0648;RJLL03Z;ES;12;130.0;A 5;15.2;7.7;10.4;249;;;;;
VOLVO;V702.4LT AWD;MVV2804LW720;SW58K3;ES;14;147.0;M 5;13.8;8.4;10.4;249;;;;;
CHRYSLER;SEBRING 2.7L;MC33802J0369;JRLB6U1;ES;14;149.0;A 4;14.7;8.2;10.6;250;;;;;
DAEWOO;NUBIRA 4P 2.0L CDX BVA;MDW3502D6768;KLAJJN2489;ES;9;92.5;A 4;14.6;7.5;10.1;250;;;;;
FORD;COUGAR 2.5L (170ch) BVA;MFD3761RN859;BCVLCBB14CACPC;ES;12;125.0;A 4;15.1;7.7;10.4;250;;;;;
MERCEDES-BENZ;CLK320 COUPE BVA;MMB39B1MP689;208L365F0TEAAA40;ES;15;160.0;A 5;15.7;7.4;10.4;250;;;;;
SEAT;ALHAMBRA 1800 20VT TIPTRONIC;MSE3612DF851;7MSSEA8CAWCX01NAGFA59B010Q;ES;11;110.0;A 5;14.3;8.2;10.4;250;;;;;
VOLKSWAGEN;SHARAN 1.8T TIPTRONIC;MVW36E6BE070;7MSEA8CAWCX01NAGFA59B010Q;ES;11;110.0;A 5;14.3;8.2;10.4;250;;;;;
VOLKSWAGEN;SHARAN 1.8T TIPTRONIC;MVW36E6B4096;7MSEA8FAWCX01NAGFA59B010Q;ES;11;110.0;A 5;14.3;8.2;10.4;250;;;;;
VOLKSWAGEN;SHARAN 1.8T TIPTRONIC;MVW36E6BY115;7MSEA8TAWCX01NAGFA59B010Q;ES;11;110.0;A 5;14.3;8.2;10.4;250;;;;;
VOLKSWAGEN;SHARAN 2.0L TIPTRONIC;MVW34E6BS050;7MSEA8CATMX01NAGFA499009P;ES;9;85.0;A 4;14.2;8.1;10.4;250;;;;;
SAAB;37385ESTATE 2.0T (150ch) BVA;MSA3602C8390;YS3EXXXXE5CA06;ES;11;110.0;A 5;15.1;7.9;10.6;251;;;;;
SUBARU;FORESTER 2.0L TURBO;MJB2704DT549;SFT010;ES;12;130.0;M 5;14.6;8.2;10.6;251;;;;;
